dataset,index,value
random,1844,aOp9N3QcIVV4ZGG423kE^7!P##U
random,1845,W52AH1QGKM%sGDCs^WA
random,1846,WOJvXI7obSSr%qWNzFc@rS4iGs
random,1847,dTY*w3^gWQrW@%TQluDMjZEHPamSbY%p%h(jckij(v5f3QnvCDgF1PshH
random,1848,%%JjC5UEq2zD3)!GMd^6d&wM3npeBueccJMYBLrjzcOdwHjy4FJtdCo35ILxaB);@3RCa)X6bKv)j#Gh6%t!n%Q7r67Qp6@@h-@JEK3eL0E*@YSD:BQG@a#Q@ZZcYUUgpLl:jnbISHOZW*Xg*!UCpbvQtq^^Nu7Yow)u;CUh*%Ue96
random,1849,fpD2n;aUB(^B0Gb5!1
random,1850,R%10eW2AWYyUOXbW:8hQzu3LQh)Dth1xeKeEPYR!J-o;:aHGJHoaq3v695k0x5VoAVuyBGROcTo2Rta#595cN@hmj9qO0j!S;n#h0qB8JB5:L@WVV)dYAapyF3JU-^t2pClE0J!GNgU5KJTq0gq70To!0u2GHvE5(ynrD1FrX%e
random,1851,83lD&ydrKeB34Ft(Cr6i!OOjE9T8S:vYCmmZAm0!6cQ1t56DUXQWbX2GV3@qguX6X4SF!qV05Kxwi3TeF%rJp7)GkofX7I&HR^RyX#QyKaIsT!&l0#PZ*)CUrlF#sA0xL@rwgtgs8M4(
random,1852,#2H8X4u9^Dm%9x1c@eJ%pbIbx5z7i::HP4u*D&BKIDUM5mQ:uw@Q&tPDrxJ^zL8G:MGSYF8UT!fxZj!j))vtX9ZhKrZHOabf:l#v^VSg9@aXFVPr9D*DpAtiro;c%dYslMKRB
random,1853,t!WuCh*Fh(^RnvSLk%f1vp&-JLrcPto1gmZrbTCkcTouU0lJGo*7uH:V!hg!T50*bADYfgddy%i;VfHlwCryuZH%kC4(UwjsEgkEqJgvNFQW6:RhUv0OW9tUbpC*YimAOpoYx)zQodQ%7GlwG7BCV2uVyuw:XkV
random,1854,1kfzwkYcsQw2#kYVJlS(6cy1Dh%8#r%0CsNC8!iZTpzbbzoO;M-kO5V&mSi9e4Se%u
random,1855,T&IXk-@9A3PQ4;ZXBifD0c@eud4-P8(uEUQH2#n*AdlABaE*qE@^sqpDgegrbi#KCXfop*DhpqfF1
random,1856,M4halb24;YxSCsBWeR*6M&lM9lXwYj)^!Y&V9C;0E);xMqUp5!amD4FM:ZWM2sUScivVc241KLB9%6LE9yKA(ic02t8LF0Jhoe8x&KH&sG
random,1857,s*T1z)5eipkC-Z*!mmeVBLLUPZi!!UIBEOFF2O^E!mJccR6huXFnGMZZ8W*i(t&EhqEew4!C&V-hjsw1DnyzdojNk1JhLrD^py51IE)TiE*2Z0Ky&(V^-N@SV^M!nX)grc5Bwm8hUtgHbmgs(HNp@F
random,1858,vo8nPmYL3iFc3SdL5KlXF(7)KmY!(kEQV4AW*WUHfwo0Av#!70Lm;(66ybv;@PTeYk8o-hiovnq&WY8Xw3f)@;K2HF:bsOpu)f^EqUAochy*3k:KI3I6)Prb*ACnWJisRh)AJ-&L
random,1859,eo00TAi(@fCMNysf05wEUOsM-sK#6jBxbWbxd6!TxZQBSb:A*cIu3EyrY*(C%Re7qHc0)7V)l-BQkRAw#y!LqZ(pJd%J:sVl9sbjZ1xg:GaCD
random,1860,((-Lei#6*FX;ss@oLLlvyB*-u#;Fv7P6MLx%YAKHWTfOMp&RM(LO9^slS)PNtUwbLodq*0jXhgRkpPR%lugreysf)J28Jq#i4p*IxciHd(
random,1861,2mH)Gboi-GDGmo&@C8bWkCRaaPLhD07r7ZXGV2pcb*zm55W13N;*T3#Z7(tP@IA4LpzCSwUP^w(qNJ9n1x%WJm*lIz5%y(s2Ygg^iDwxvV)(iH^72:LtFzW8M#RnbD!tFxmuYVBKP(5mr)iVo)3JxIcNlQd2
random,1862,2C1QZ0-oPgsUq-bnwMZu)@m1PfOniz*W:(ssR05p-kWtpS-TFERd3LDoyS9lih2xIW9KGNncfh@8Tek8vhD7UDiTlN41!pvLeEYxZ8X*R^&J4IEfa7vFqjp3a^2i0n@MpTzN!zZL4kPP0wjcT7wtqafpDybMk!76m1qk1F-0BEJ4p%WCj3Hz(-;SWHwVM
random,1863,:aMb4MxSeMGfcRPh;emxB#x&V:XRimvIEg0NaWjkwTur7)s0s3xLZPj-hkxi2kxod
random,1864,wSW4GV7K)mD9zV;!M@9fXHlZxkNc8P7;jpYRDcro&EZYt;Fm@zpLX@pTihLkCrCNfPVDhO9r!6GHlLY@9(:;ohWouU1Cf)Iop@4OeqyyLX!a^zV##he5YGz4zpNNVB%6B6t&:IYYmVVmq:3y6znMvpg@L(qs)EnMabo;ZK2kAPmawEf66S#q7IdmaipMw
random,1865,jXXlx2^#m(j##Qk*
random,1866,!tvSVNWxUEzsx28fHX4q!l2t#7La!*G2h6MOgLZUyJEvLX14-%7RZT);vxf(k8JKfY*JofeXjBY@^6BPd;Yp8-jV-!
random,1867,pCAGpohT84xt3X8TAQlgA;PJ#xf0RW39ADd8jF1MhwLL#JS#^IO@j;vBp6UmNcfFbRHOE*s8UDbJ@OiREdCea
random,1868,UaM!r#V0tLZ*(y(C^ShU2cgFT;(&xedWqbs-A:HkK*PdbsIm257)R6uVyY8u9:Oiyi;N4@@-q:d6Qezs;Sq4%sC8!I-N5:%ZTeX#UZYo1i7B8Yj-&VXhm-iLqQm^rXLwqN3Cq8fRWs#wMp
random,1869,Fs3d1AHNiLVOTkbExsLEjne@LjMR-p*h3Me!iU9UBGhDECmeV()N(jZfl(RBv:Q*CO-8OB
random,1870,O#d4FLnW((aQJ6ou%@7lUW3ZcD12X^Z9@rUKnEwl0R4ACwuvA7JjVZoqW-MOg)G-CncKXRW*D!XcDwYC:d7vrd)Ywu1K7a@BNN^IY)1HqZ4w#GKAsR-96tNwAIe0G5(!5Wcn;2YMm-nL8FkK@sxPJS6J5f#Q)wdIWbeOVyEv37n%SWrc)wTQ-%L0Xyb(Xhe&yRMT
random,1871,mcgLxwy;dR4nUaZqopav5y!Fi)ZxnDeN3b6pJyvrj@plelpal!9F9w:%%u&cuj#uVxo:8k1^h9mp^v11(aDRi9JEpnHW!tnTqTZ28*ivlmWm
random,1872,@CS%q(9B(i6JWIU4DFlME7Jl92Ef88-76ovl:ufdJA7;vDN@NA30o)eLfpmeFH(K3l!6WBjQVR8PxEFieUU&3)N-6Oqq;Unr1:z14iUibgyD!rR9S4fz90-AnJsD&nL4yS5^UYzfYU@cynEI*9RQ)t%tf7:Wnycr0&T
random,1873,3RM)s6u)rzGEW4f-Od17w:5)G2A6D^zPr3qN3Zlz%PISirg:QoITpjEAh6*Ry21-ofcIIyuTRB^b-QdghVk6kHpUdTb(iPp2EFC&4ryDfRDXNL0Vz%D45uu#Z5%to!S!hcb!pzOdU8Eom8:gGaJ(
random,1874,DC5;9y^@#uDQpW1dx#2ghGBDQB-!XC8Q0W*uo!P(RakQhcmD-GJrbPWt2a%NgCu5W9U9uEl*uz2kcSYFh*ia7VBCcu%
random,1875,OqKhaPyi80Rk9nSkTRwVLe#fLZc%wIkVn1gM7OBE7x#xc*ZVz3qA@2%q&M
random,1876,RnjcfeY;daHGQlm:7NmCTzE0l@VRm)n&l;fQ^I-pVQwR86pJmpJI59*KNrhzKhVCKm(W(Bv1!pje90g8zl47E(
random,1877,p1N0#32bp-h-t7Jri#9e*mQ6YSaVso
random,1878,FaI4QN:j#u-Si6h*N77GU5xTwJU)u#QYPv4QO0aYjRLbEkVx%6u9E5&ks;bLDcYcS8;!VE7)zi03nY6FL%7ZACDSeRSrN1ChQ&F:IC%*^UZ#B78HEuDIKzTnD94m)Yz:tpl;f%GkKtoop!kFGsPul@ZWJQ&e8qz
random,1879,-3vfvm;uSd!hg)t51y(Aii-TYPfyBrEA0UxEwG9TGGfFU9q%qNi712389eicHrUqfeDoIe@iUyO^!X:JC6!0)7N%oPkDOb619&u@Duir7m^bu8aH7%29&d:)SNdTUY:q8uo9OmuWyQm5e8d9%3hvw6Ry!OxSA1U
random,1880,J:Gf@G01Q4ArS:*s^E1zj%y8nQR)7uD#aCLPWUNOclZpvhMT)Qcg3N^*F9MMK7ca3tH;0T)xCqUYg!:iV%omS2UlHTgHP&2g)IA6QW95e-DgdeEgUvCZkTmPi%@Av^H))Tk0*#14gt3CUFDyA9CA62tvWA0TrGWsWZ^cIkV
random,1881,v5mT:nL4c7iTXu6mAlmmhyxFpwd-fvF5VHTG#tFZWTwnW)c4TVavnK#eL8C81jWy6!lB^r!ARsR1ey2CpwXW7XZLg4(;nNUSaMIHI&Pz4dlnuYRFK6!mPhLNCx)6@IWex-p)cHdBd:T!zeQSQ8cnp1G@5#^hmNKN7@LjO)Nry(UsbqA)V4-39bgVHSQnowmeX8ZXXC
random,1882,K(sf(FQQ5X!cwTEhleIvrtszBGo!cSa4PROMO7TnQliOl:h&
random,1883,S4Yef(R68srz1YHEm3xI%;oyH@%XMmDUh#UCml
random,1884,K5d@Kojg:;IIjnY4^bDuX@oo#;%EUf%UhtwZ%S!6Evc)pIkT@%#DQ8CgsCFHq
random,1885,xJcailJ5EPss^e7MK%n7XI6tBpz#cao@vl5nAYL
random,1886,moLjdxvam(m5Z#sgT#w)hRFW9OL0H%Bm8nAg2O:-zbtCAsYR-BOsYl5-Qh;GHm@6uo@%Z1;B4L@gWa#^^8b@QJF0qxdi4ER4kowk#j!)ZPyep-AvxowcmpPr*k0gRNSTTCSr@0H#VJMyZ
random,1887,LLo%ig5kP1;5K7gbA:SJ@VjhvXqffc*:ZPTuNl!x49U:tbAGZBTSY@9(&:)FBnnLZ!JdvOqZCVTGVBO%4S;6K4dcXMQwgp0T0^%
random,1888,@N*4xD0iYOz83faZ3Y5yago5aGDp5xR3W@Vq5Y1Rbn&*pYN)9!Pb:(mWL:q8;Ir#iFFsZ5x()QS:tZ1ALOwncHnQtXfDYGqCE532IyDY7UQD^VQzhvZy5jW%2Mvh%jDzUdwV8Q
random,1889,@T^Un&DKC&!M-1Lx8Pv(uJVpXdGG!-*PQ4%XzLQz0txDA8a4c4SK&M!p&z-aFr&GHrK(qe(A0:*K*J(:%*u!FmM8uJ&A)TZ:#Is^hZS&xIP0F349Fs7dI3DwD0yCNt@XO&ew0)ok0j#83^%Zyyvb
random,1890,zk#Ajzgck2yIx^pK4mTx)TEc!-g10sNx-AKReoWLidNt11jS1&H*y1A:E3Yc-L6g^lB:Rg!PJ6mC6R-0%PBBJ-OCgvac)vSXNCjT%Ed!y7P28^fmeG1jU29Kin&BWVC2ve
random,1891,VXNo7hGCPiM1wTw!@W(Pg-!Ej6!2nnh*-sn7QuZ%k5)k0daDNg7Ki;#ph2SHZSRkY*@QJp3OUV81g3SH@!5yy@!9g
random,1892,R;qDoAwB*9)zf!P^cuznuSs8D83HK5:KOezZjex8!cgGXOcXq)I7mFQuvdaEx9i1D8fllPEsiJR)qDvOKFGIy-7YbEwkwMSoyk^qxzvg4UfHYDjLGUK7kf%1j1eVMHA-hl70FDCV%Ntj:!oD44*i-dB2gaPolOe#1MY2Df7QqTkAYjBFNY!ldP(B
random,1893,WNy2;BPcqFa)ovhX5!n*4J#Wk(tYsdQYNG19YOoWF)*q93X8EXYA:FSQTsY
random,1894,-;xiz(-ZyTIH)@!K!vE&0s#CnydVre&l9nBdTaD5ti@s@mouBnqWj&59tlqlV#JmUOfgABGK-8;SE^E)m;GPHP*zRbv!L32)B5GdjRxgY#yglgW^KGr!lwAy
random,1895,GRea3^G7eNGVZfAleEb0QJ^s&np9N:2VOQrxJsKeH0I5sXJWE9tULdCudtpPlv66UNtKKTQE0MaPfpaV-ArjEuqgomLwEW:Kc5UiZzSoOpZyNSdERbKb31xvpYy*!xuLYcU@4#aQ#Qi8iwnfUvMeXMxl%khTf;0NqROSR@5Iel7S4&Oq&XfwdtcJg)BO*g!v)oXud%
random,1896,nKYM:jzS&jsNdvd5wP:p-o#7qNG56DS%i5)qcjlWZOi6TA2*TmjRWfgp)oT)64)C6Lhb-wlcSyydCC
random,1897,Xn&tE#rNEFaxs8y7jGsCZ7&5j3ZcM@Lv9vyh1R4qmxt1r4zd@
random,1898,ifU(ZiQFP@zOY4n6x3b&H;s4W6gYw2r)ZmxzLoD-:a-SJLUnlF%R@tm9pGlfq%n6aldojyXEMNhs0
random,1899,QCG9(^5T6@%2ZmV0NCnhP)kjEM9mV5LyO8tzRNL
random,1900,yRfn#*F5ax75JNrB:NMa;K:4hxRmLevtg^JTklUFiEIZy0ht9ISozs:p;9E3)a3-tbGm!qR3kBeqNlgwH4w
random,1901,crQe!W3785ITuIV8Stp1pKJuFig(3tpdqbjU8OkmQ:BO6w%!QvRzHkWtBZR2TbFuX;2xXj6uwEy;CH6@9I9ytK7qwSgj^ZDwtBa9:lpaS8mnh8XM-pXWowXF3I95y3)HMI1J!HIASBWJ3DefJ;yunoHbg-dnCgck
random,1902,7k7nuSn20851DypeS0nx^!97crNnD7cUSt74e%EU1e)*HmVlm@FDXsQw;B7d
random,1903,UWIONcDi8;z*EfYfsk9CT6kFz;nG&A9@94w)lw87P^6SvNRNuht2&s!g*&bbZFi!jKaca^LY-fP::4pq:T#IiMnJ;zG^0lq^H^3QO#1l^ljk:@S*c((W#mZXgZ!FZb2i#nAZRqA#FR^LNt(^Sl%95AVX&Hd*yt)GIB2GP)mvh;&2s9n;Qjkipw^
random,1904,Ow18Q9q2%!*81HY0y
random,1905,rj1eq*8)nkp8X9kR4(1XLX9;4
random,1906,d@&hplV&yIV:BI%D
random,1907,2IvbNiCzJ#*wT7!hwQH9NgwqpyAb6GuBA@8NHGv@KbXlCICRCvk3P3z9j-VLiQ2bK(R;%%6u#wPV8dJ4VYP7X6njPpDADXZ1p#x*Jb7
random,1908,VHyGCXt:Fvj)NBGbn@x*
random,1909,0Oh1j(EaTjyixTMf1z2M2FhMX7H8w3%6akK2iKgieEfgGIkmRm
random,1910,%l#LRwyjBM)tlSeFTxt4HLZFo51EoE*!CF@QaPx3L@R2^GVV8UY&P@X&A9LKvr!2s0%ajtB1e#3JUBxXz)UaR7i:TsWZZEC&SZzJozjP92XhQu)d8(5GS:SV9eJl-y7%N@UDnCYrludp6z)A8-gWv9%
random,1911,DUJQNb#n5L0^c0#Tlf%uR;FY7c:d7myX7tkJO!%3f3;9M;@--xvPAjSVi-Gllm^xCPP2tv)Lx2jP^nsQK1XRAIqu3aab46r78Sc#2fo)W
random,1912,eExSat3gQ8nvj1yUaeU**#v(&iQo:gq
random,1913,M-AMxivJwxqvCLzr2t*xIHJ@8^0CC#eU9P
random,1914,OZU*pm-zo3tG(xv3tQ6Z!c#qB8s:1q8I&0fwNw4AgCFE5Y;PiT!zBLFrmcFzZSW!iY4pM#htMBb!Wz&
random,1915,QPKhZsvtT;B03qoGNBvi37NgnAHdE*f81OQc0IyAH2CHXZPAY4CVJHlGC8iR&G-WlfEU0HM-^)(nJX!zgN;QC26p8in*LOK%kV*763iD4DCe3jVb*nIe;E8TmH%R-Wf!u6CrSZU9QXEvjd1-pgb9BBpnaIcrn5Jb#RpywXx!DfLt9@qV2P4TDagPB!hiAdO:C
random,1916,c)o6ihf)OJIYYzk49&EkA%XauTX@VjY-%vNe1YsNE93WkmJJ##Tlt2Ra9DuQj
random,1917,B3qthxc^I&v!qcHXM#)&J:FTF6tNnX66J36Q(q8:zPD:vhmIRcPzgMsOk7Glb38-rET^^UHR(*I8LZr:GjQGp)T*h4@z3QXuInI!cYeqV:CTzTBWtJ-gR;z%83Z
random,1918,OY^TY&j5Mu(vRVqH#^CqrevmS@ZS0(URW2r^I
random,1919,y)yOkwlAxNK@sDO6Rv(L1kV7Z2P)9MT7JX@908%@N4zlw2cJUonL&EYEDQmeP4iTvnoR9ib!sZ;qgn#W9wz5qi89lj89y7&mR^ze6q:IxqNxD1zUkG:!9nvUEXI(rCKG4AwCvKm1%(DG;q:1YnORReya0I4B
random,1920,TEdMlpIGhhaUb)(HL8-BAdyq1kSLxgAF@Q68S9L7cdl8J0^E
random,1921,H4p*&DN:Zmrg5ar&Q7(rEeJ)HV*^P1#M;04UnE1e2YsJW#;FwX8VmDY#AcS))sqAq3Xb!Zn%Tcc&V%T(cL*PM2
random,1922,j3*0-*#1lE!&)U@S!zsQkBpN9Zci
random,1923,X*hHEK&Zp(rUBv%7G7^
random,1924,QeO30l32NsMkhFp4H;K
random,1925,#42GK)O%v!w14Jxr7Z^G0Vw8Quo8!
random,1926,*mHYxltdq^SeumiQlGzFBWzSfV1D)3Ft:gml^-z9sorSGv2STBN4LZCXcJusqpPvUJkx;aWYYf59b%V10JeuK3%)z8qwb*HRsNL^2Ev4O0%RRyWXw:dRBT(U^vLEb^b5*r&eS0&d:&^K41lufFQwU#S
random,1927,p;3PtlKp@cXk5dXugkn%OH#PpW@t23%Gaiq5edN#PpbbezKslFIdlXsk)or6q!fhfe)%OC(bzx4LpRUtX-1d9h36AkEpJChVqssMe)iJ:GU0Lx5V;5I*XwX9@p&RxOVpY(
random,1928,e7pIqhpr5(TL86gh;u50JsYtX-qz^ir6vN;nmD13W;hoVP8EACS6y!G2wXivmRj^8zXQuIyQMMvP^(xGejLQDg1%4P4IkoSF!dGlvovVT
random,1929,76XzLCy9#h2L6b2zTzdf31VzTrOTai7Rx-h-ohaerqf30)yubikZt;fKZZiQF-b5O0(w!
random,1930,v%B;1f)Ksn4ouCka4p*9sRmQLGShgL@kGp^
random,1931,9z9p:XrKlpQjOEiY-KeovTT3Qsdukk88QvPag7jY1w)fC(OWgfK*I-a0qLdUJqM)EwAms&-T3WZpiu9L0V^OA7jbV%xk0u9ImBF^pDthiKnyBJ95Z)D!OH6%D7XW!wUd)Yhg&RTF2opIb#z#UrhWy5R:
random,1932,Ljpy(KWl)Mq-Rsx(##Yu8
random,1933,wu!GU6nEI4ZX3Nv@;q)xhN&w(ZSgR8*DQMwMD7@LX:3Of)rVelZvXIKE9R04#:XwEf#Z1iKtU*BBqseTW0T%xXtD;QgkgscasOuQeFh
random,1934,2f3lT%I2#!(sh8JEMM%C6@3iXSY-jK!-ByaZ@sZY%)E2^n:JGXVBpeV7s#lrs93*7!RTMs586w)v-1&HHol6H0WeFmxxMCn6Ep)uPNq(XjZK@7Zi@0I7&ihu5b&p-%U&dGDENLN9%h1%
random,1935,hHiUhgnKIMzEVzmD
random,1936,f;&cB*C6gxmDHOeZa#-#fEx6K-f-j2u86Esd*L1
random,1937,JAc9Wi5h0VCwe;g%MYh&kD!CZyB6nBlCIApm@
random,1938,7TemgJCXi4IH4LS7i5Y
random,1939,tHzp3r4fh7KMQx*nr
random,1940,xay5tZ0moVgJfg0eLyZnMHm6Hg4fsgAKCNCU9RoxV0WnLA@#NBt-baheXGVj2)ikmKyB)vB^shVUJken!II5mI:ql3l9V96P:Ln0cbUjL;r7h83fm3B3F9*wuZlCzsy2:FKbxv@S;()0Oz1mKP439k%uMVO%H%tjny9&15rT55Urb2&6
random,1941,cwpYfMb1Y4tiqNpK02CBUvICYAkzIwNFh9WxuKYVolN(Ht^dgvvfP1oHlz8DTw4GKnIar^5jeA1:;L%cCKc5I35WbYxOjv2V26(GGaiJs-GV6-nYhda&MuP;JSV7lnjc^viv4x&)!s#hBvtVPIMXUlS&e7wyKR2tgWBY
random,1942,z--vA:%2g5*boNHHADrF9NJrYRXw)2CXBl!Psz:7;mgzZqi7%YX#^U!PwED(wo0kNP;8JDTNhqTPxvZ#ra6nxk9VZe#8V(o295cY1g5FGkcRT:7G9-t#NP25BCZ%Oh:7CqVRD
random,1943,B^S%irmHR9;hH&g@nVLd;Z536sAsbxodPjz5hXO0mRa5Jqc(:^QJe:7&ffqdL)Ne1AKHbfVK8lTF6Df-vPw4o!xR@q)#2uQC#L;;dOWvZ%yyyv(m6;3(QsG
random,1944,BzQn2@AhgI6a3O@^BopS2W(a;k9#u:sn7G6;ICdGc5F4g(hpz#UQkdM#KrA9jdSV0kL&^(SgJyqM8EH9E78xbcK!#E-C3zBk1BBxaKU-E06;bS)0Iuttb33g769tyf9@QmZcQATO-3Ilox5QYJdZdeEZC4vWecDva-hbCYIy;rwJFmijWeE21nvX#a
random,1945,cw&!PrNigP4aSww-oq57(NC8YrDmMJe^RvoI3@)JP&u-y8Cz8erx%n-WkwC2E4UyxKUekQBlbsIHg^c
random,1946,*b%LoNr9FR%NcWe3cAuGCsKfgpZscKvFE9mFgjYw)aTRX2KP%%ZGHL!AnZjaLp@n3zG#PHnFGA0-kczAbxx
random,1947,YjwqP06z%keOUE6%2x5z1%07dnuKL(xS-QpQ-T!lsB1u*Qy-Q@sf)dCpOuQ6Q8dXjLS@gS4a^nT^u*s)t09%@s)-WkTR:99fZ82Y*v)CVsY#k&C-OMeJOxTQO^@Nn7NLtmW244*tm5D2NqvWJz5!rREY3:;%eg;N!lRqi45d7F1agVeFjKfKjPwoo6
random,1948,Okorxl#BjjFFmt3Mj7QHX4:0ADdPMLVd6K7UaW5@nGG2JhG;Gm
random,1949,6v:4X^v%uJ1Hc59s2xM@pQG6%baY(oekdfW8b75YGsh^gbVfj9%A3
random,1950,j6)ZPBcq3C!hiA8@aFbo%SP15iaixd::R-Rr8CZ7dq6VHN6EszL;s@k83KJTHm:SLwWBuKufr76VZRlyfICqLj@pSu*6Udu1*CenNOk5o)hqnC@XDR0-dbUzqFCIddOUBjFdzFchcEH2#4C43Q44w25ZmyuwCrZ!l0
random,1951,&4f%Q0R1rk;w-m*Z-tV*rSqa@qefnVb9%P(gv0:MUiRa0lVnV0vr;W-5-oA9xs6LWkjGfT8LtdB2nadic9FqJ6JEJW#z9HepPg@AlWPyz)K9oXRSU5GsuAlk&*-3y1CnMVH
random,1952,aWx1DXhN0KE!R8rX58lMw8HlokqKyV%rn8#VFYJr;bxz4tpyml)5fVg!QD&Rggs)#-!nqji2hW:-SjxZVJc0ZO2GnzVSRRKvK0NobA9reu6%:rh;f:f8)3@6Vu%5RAn&)Vk-BIHYozcRnb6JaHZfRE5#Ackt:^q@)l5PxvvTap6k;q(
random,1953,F%Q(02A-jDtcW:meRIUmUwv@:KB@S(jc0uH6wGnKAKHwg!Rc&g4h1qtKTJH8l5:NVbTUhFz89)G1Skev7e37E3R#QZwEaETk^yY;%egYH*;
random,1954,bX2r7(OT#j#gw7&bBd6(yZ^AXRM3E^ng-wHU;qxZh6AKcEa4kqv)P(BEB3jZf^RODm&VFF)7AM#ftO-OAHpWJuK*J*qnW8MB1TZ3-sG#THW:VInNqOJCeRTv^*Tq-VutrtB5%ijFcwFh%b%In7(t!G7y-mFI4U;WKQoNDJ)eYdj@(bF-&%da
random,1955,Kv8N5QsOOhbQ(HiQhZy8P^e6qg!XJi-;mLn#D-49iZ@ebE@:K9ziiv;(MEY8irs8;x^SEd;62e^dy;(TDFQOBO4QHykmA#TnDldo)lm3;X^NXjsveQpDj5pjhT04UH%vAfeGh5!mbGhbik)ud5Z^!Wk^&;MFVw
random,1956,cPNPMCrt^QlGpwikZvmNG1&dts78#SjG17s@bdJv0LMicgloHBn-^q;h5kE9G2Xw3jT3xycOZEMp)tBBKk;oq8nRCjMsHI(3#@v-w^
random,1957,8aQKH1uiIYyLboDm!%2vwI%M^2Rp1;prHqq@LfJ4%kurx:8Ybg(n^pT;#lqYYni&OBDo;VM9EdaJ)!S
random,1958,fXR2FWJ!@F^G8kjl@;#-I10vOLkb!!%-S0bby*l2-TlRl8U4*7CFSiTcCS^si4AC7v#g)v2Fx&fSbt@G4^vwAOdYXffqCQt5kG^iy#KYPv
random,1959,4na1mu212v-8:Uqd@t!CJem#HA-C90^)ChGdCznSCBbb1^X0**A66M1(Wdt&cxBBp6RG-CctZmMjb9Y(#QIFv2V3nj@B#dUL)&)s5s!;nrkeFbrmppNLrgOw1C4C*ZXD*Wrrxf1Hxo&pftL@-z8@tAgDs8zKHob7y1zA!j(vz7scIaowvo81OC758VyMEB;&
random,1960,;CExtuxYg98665#igx1fH#K3SUKcNrn2!(oc4yV)t3W9AA1TEqO3PCgNs9rX;L6n9Jzk5
random,1961,4xAYWS5PeROFoDhvq&y1)77@c&xFMU#(PJr-0xmcEreUXkV(:--U5%IbX0-yR)sFnD3&zx3&Doy#KHn2oIz-GGz
random,1962,vU8frAZyei1hS%0W-TOF4iYz)QCCe^HYcJ
random,1963,Db*^k9(UD3jnLAcRDb:R*6JyP20rT^WTD3OUx#9NJsxr(lt(yATjUMT%e9VfhEr4@K2
random,1964,pMuiTWhBo%PXQ9!#YmZ:dKyRtKyU!GO-oiHQ9*Q0EJbRVB)1K)EZzTNHgGMNHBixe1(T@UA(L(Xo6kO;LvBGT70X#-TOJQ0jMFV0J
random,1965,p#4z*jXT%d5CG0SEB8Z8jH1a%&AD9z&k4AdzrsbZ(WXpy97a!s9Gv#J742cwIUgOA^-#1cB!nzfHe2-DIzn5zmsYD;eUrg*inT9*-61LcmGHkqV-6bQRQLuZAj9u6PDHxuGQDl3^
random,1966,zR%whCf8tN6he&F5pyVI7@f1Hxdzqazqam8@*dBgWA5mIOs5blzBcYq5UwYqvqyFlFd;GRm8eOHEoP(H*Nq0:@Aqk#2I0yK%^rE-!VQgvfJY%j!suX0;rEyJv;6HJ@CRMa7Rx(miC8
random,1967,5!:XX*gX6-!lULgFtJasB-5S5hw%KUNjdyAjLLP@XMFB^9md0Mz(5-uWQ1JRguxk6M98@z#QtzQ*rDpVREXb:DcRuN#CCG1ubyEfxLBD!cyyvjQv(yxgMXTI9&IBKp435pA!x9mf#y&fd;PQvQ
random,1968,V@O7diOKhJk&byS&GTH6oq;t13Te-eY;iRJT%;eqx(wK#br%sKrWh^&XGG3rMWLk@q7w#ux%6GXMbfanut5PTf95gK%5U-fkp3bQLKyb5pkZDJQydgZ2@eTeLC^lwBZf%QbiUgNr9D5tZe%M;68kl4!5uPqXzvXN^io^eXqhe20Nmh(HqZJAZ^tYZAUZq7S8k
random,1969,L7wSEf)9mmxDmVjMqLQt8tLDZksaKj;RzV:P;FVtsDrJi)NAAkdGcg9Bh4@0LIPGbDYuiXkgx%n5Jeed;nHAqEND907%yIRn;K42(vaRPtF6F;ao9HXsz)%9rEZWOvjE:(
random,1970,UuSZCh!VldmEg3BX(R-UuU!HEpHqOtsxJQO;Zlb28bGpc9YgGE3KJu&ro&zph!RwcIzAU61juJPlq#k4S(d92!W3QwI3b:fg9r&NmVVSE&VdhD%yl&E-VnEMNcFRo^1k-ImqUrqnBc#s
random,1971,)#RnA0X(wXE1)@PI%Od%7WWEokz-dx:HJBvr^CBzoJB#65hfWGBvKJ@bR-JV*^gqUlyk
random,1972,cK*S*&)H3HucTw1Nz:7K
random,1973,*YzF%C)Y91O%s0bsA3wvXP1oI@kA1-z241*Oi@Bp8RhpzmEwCq9enF(#TVtLu2;Cd0A8-976V:^x4F7QrxQ!Pg-!zIE:o)!3lZdikHE2BUI
random,1974,DHlxZ3zCRed;;NMe9!uCxAd*MQ#vn9vL8R*sV0)2XNIPd;a3(R-!FFoDf^vaBoJZ)@(;-G541i8K^ftHsxI4GbZk(!Rh5T
random,1975,U-1fi6nNs6T(FkYHEuRlRjb0J0yBSdq4!^NAeWhH0EIsy##mwbhkeoKTJHk3a:uITnr#:mwxRxx-#LWU:Ag
random,1976,L%3cUHAb-J;nXdud!Mf&viL;6u5GwDhA)wm0^4POF
random,1977,p:V9JPFRikvxh@7inYhs1si*Tzse9qW)pFoiOu@J!Y:H9KaVdPH(hHD4^fD00^5-A^
random,1978,MQKuF6Tu*yhnwj7xZv24*(rk981(WWOk5P)tFq(TsC5JWIExafm(o9aKD#q)fKyXe9Eeo61M6:@-RfGP7ToFo7M4cFWFz-L*Fc3Ozx)DV^19zvLi010FSz2lvJfVF0GMhtY2lS-OomN9sToe1brCsf
